column_one,column_two
$6N2483,R1331
RS232-DIG-TX,U1E15
RS232-DIG-TX,U1411
RS232-DIG-TX,TP61
RS232-RX,U1413
RS232-RX,L22
$11N4256,R2481
$11N4256,D36C
$11N4329,R2491
$11N4329,D37C
EN-OD-OUT,R481
EN-OD-OUT,U1G14
$13N206,D42C
$13N206,R2642
$13N206,R842
$13N206,Q142
$13N209,R2581
$13N209,Q111
$5N3193,R2051
$5N3193,U1310
$3N2185,U81
$3N2185,R561
$3N2185,R571
Q_OUT,C1061
Q_OUT,R1312
Q_OUT,R1231
SMPS-EN,R2582
SMPS-EN,U1F14
$13N303,R2602
$13N303,Q113
$6N2536,C1201
$6N2536,TP371
$6N2536,U17113
$6N2536,R1212
$8N1555,R1361
$8N1555,R1682
$8N1555,R1171
$6N2532,C1292
$6N2532,C1272
$6N2532,R1151
$6N2532,R1042
$6N2534,C1291
$6N2534,C1261
$6N2534,R1141
$6N2534,R1032
3.3V_RF_ANA,C2661
3.3V_RF_ANA,R851
3.3V_RF_ANA,L261
3.3V_RF_ANA,R2361
3.3V_RF_ANA,U355
3.3V_RF_ANA,L341
3.3V_RF_ANA,U345
3.3V_RF_ANA,L331
3.3V_RF_ANA,C1751
3.3V_RF_ANA,C1581
3.3V_RF_ANA,L422
3.3V_RF_ANA,L271
3.3V_RF_ANA,U335
3.3V_RF_ANA,L241
3.3V_RF_ANA,C2641
3.3V_RF_ANA,C2651
3.3V_RF_ANA,L462
3.3V_RF_ANA,C1701
3.3V_RF_ANA,L221
3.3V_RF_ANA,G24
3.3V_RF_ANA,TP451
3.3V_RF_ANA,L162
3.3V_RF_ANA,C1691
3.3V_RF_ANA,L251
3.3V_RF_ANA,C2691
3.3V_RF_ANA,C1571
3.3V_RF_ANA,C2621
3.3V_RF_ANA,L351
3.3V_RF_ANA,L482
3.3V_RF_ANA,TP461
3.3V_RF_ANA,C1821
3.3V_RF_ANA,C1761
3.3V_RF_ANA,TP821
3.3V_RF_ANA,L172
$6N3615,U1750
$6N3615,C1551
$6N3615,C1652
$6N3615,L171
$6N3659,C1542
$6N3659,C1661
$6N3659,L181
$6N3707,C1671
$6N3707,C1561
$6N3707,L182
$6N3707,C1682
$6N3707,L202
$6N3860,U1746
$6N3860,C1831
$6N3956,U1744
$6N3956,C1841
$6N3956,TP471
$6N823,U1738
$6N823,C1852
$12N305,U271
$12N305,C2301
$6N882,C932
$6N882,U1799
$6N882,TP121
$7N2029,U1773
$7N2029,R1451
RF-TxRx-Reset,U1M6
RF-TxRx-Reset,R91
$10N533,R1861
$10N533,P1512
$6N1053,C1881
$6N1053,R1421
$6N1053,C1231
$6N1053,L212
$10N1432,C2211
$10N1432,D181
$10N1432,L21
$10N1432,P158
$13N395,R2552
$13N395,Q123
$8N11129,C2041
$8N11129,R2661
$8N11129,FL33
$6N1244,U1798
$6N1244,C952
$12N2528,C2791
$12N2528,R862
$12N2528,U364
$12N2528,U365
$12N2528,R2401
$12N2528,C2782
$6N1304,U17100
$6N1304,C972
$6N1304,L151
$12N1226,U304
$12N1226,C2441
$12N1226,R1992
$12N1226,R2011
$6N1306,U17102
$6N1306,L152
$6N1306,C982
$6N1388,L142
$6N1388,C981
$6N1388,C1012
BALUN,L132
BALUN,L121
BALUN,C991
BALUN,C1011
BALUN,C2051
VIN-MAIN-FET-OUT,U2715
VIN-MAIN-FET-OUT,U2716
VIN-MAIN-FET-OUT,C2481
VIN-MAIN-FET-OUT,C2501
VIN-MAIN-FET-OUT,Q132
VIN-MAIN-FET-OUT,C2511
VIN-MAIN-FET-OUT,Q135
VIN-MAIN-FET-OUT,R2622
VIN-MAIN-FET-OUT,C2521
VIN-MAIN-FET-OUT,U276
VIN-MAIN-FET-OUT,U275
VIN-MAIN-FET-OUT,TP881
VIN-MAIN-FET-OUT,Q136
VIN-MAIN-FET-OUT,Q131
VIN-MAIN-FET-OUT,TP811
RXCPOUT,U1780
RXCPOUT,C1161
RXCPOUT,C1051
RXCPOUT,R1732
3V3-PERM-SH,R2592
3V3-PERM-SH,U1B14
RF-TxRx-SPI-MISO,U1R14
RF-TxRx-SPI-MISO,C1081
RF-TxRx-SPI-MISO,R1092
$6N2141,C1281
$6N2141,C1241
$6N2141,R1121
$6N2141,R1012
Pin81,U1785
Pin81,U1782
Pin81,U1778
Pin81,U1779
Pin81,C1421
Pin81,U1781
Pin81,L222
$6N2211,C1282
$6N2211,C1252
$6N2211,R1131
$6N2211,R1022
Pin47,L252
Pin47,U1743
Pin47,U1745
Pin47,U1749
Pin47,U1747
Pin47,C1401
$6N2468,U162
$6N2468,TP391
$6N2468,R1332
$6N2468,R1122
$6N2470,U163
$6N2470,TP401
$6N2470,R1272
$6N2470,R1261
$6N2470,R1132
$12N296,R222
$12N296,C2291
$6N2539,U166
$6N2539,R1322
$6N2539,R1142
$6N2540,U167
$6N2540,C1221
$6N2540,R1321
$6N2531,C1202
$6N2531,R1041
$7N2116,R1541
$7N2116,U183
$7N2116,R1481
PA_Driver,C1562
PA_Driver,FL1B
DIG-ANA-IN-1,C2861
DIG-ANA-IN-1,R2302
DIG-ANA-IN-1,U1M2
DIG-ANA-IN-1,TP911
$6N4266,U1722
$6N4266,RN215
$6N4342,U1726
$6N4342,RN913
1.8V_RF_FIL,TP831
1.8V_RF_FIL,L301
1.8V_RF_FIL,R861
1.8V_RF_FIL,L281
1.8V_RF_FIL,L381
1.8V_RF_FIL,L391
1.8V_RF_FIL,L361
1.8V_RF_FIL,L371
1.8V_RF_FIL,L291
$12N401,U277
$12N401,U2714
$12N401,U2713
$12N401,L621
$12N401,U278
$12N401,C112
$12N401,D26C
$6N4361,U1727
$6N4361,RN911
$8N1324,U213
$8N1324,C2032
$6N4399,U1729
$6N4399,RN211
$6N4437,U1731
$6N4437,RN29
$6N4456,U1732
$6N4456,RN212
$8N61,C2061
$8N61,FL1E
VIN-RTN-CONN,C2232
VIN-RTN-CONN,C2242
VIN-RTN-CONN,C2152
VIN-RTN-CONN,C2182
VIN-RTN-CONN,D182
VIN-RTN-CONN,R2121
VIN-RTN-CONN,C2192
VIN-RTN-CONN,C2212
VIN-RTN-CONN,C2222
VIN-RTN-CONN,D252
VIN-RTN-CONN,D212
VIN-RTN-CONN,D162
VIN-RTN-CONN,D172
VIN-RTN-CONN,C2142
VIN-RTN-CONN,P153
VIN-RTN-CONN,C2172
VIN-RTN-CONN,C2202
VIN-RTN-CONN,D222
VIN-RTN-CONN,C2162
VIN-RTN-CONN,D202
VIN-RTN-CONN,C2132
VIN-RTN-CONN,D192
VIN-RTN-CONN,D232
VIN-RTN-CONN,R2022
VIN-RTN-CONN,D242
$10N924,C2231
$10N924,D8C
$10N924,L541
CONN-IO-3,C2181
CONN-IO-3,R2081
CONN-IO-3,R1832
CONN-IO-3,D221
CONN-IO-3,R2492
$6N795,R1722
$6N795,U1789
$6N797,U1739
$6N797,R1412
$7N1239,U1734
$7N1239,R1342
$7N1239,C1771
$7N1021,U171
$7N1021,U1712
$7N1021,U1718
$7N1021,C1781
$7N1021,R1352
$7N1896,U1772
$7N1896,R1161
$7N1898,C1491
$7N1898,U1736
$7N1898,U1733
$7N1898,L392
$7N2108,U181
$7N2108,C1301
$7N2108,R1222
$7N2108,R972
$7N2123,R1232
$7N2123,U191
$7N2123,C1311
$7N2123,R982
3.3V_RF_FIL,L411
3.3V_RF_FIL,R1501
3.3V_RF_FIL,L401
3.3V_RF_FIL,U224
3.3V_RF_FIL,C1611
3.3V_RF_FIL,L421
3.3V_RF_FIL,L461
3.3V_RF_FIL,C1331
3.3V_RF_FIL,U214
3.3V_RF_FIL,U168
3.3V_RF_FIL,C1591
3.3V_RF_FIL,R1271
3.3V_RF_FIL,C2631
3.3V_RF_FIL,L481
3.3V_RF_FIL,C1711
3.3V_RF_FIL,R1251
3.3V_RF_FIL,R1521
$7N2124,R1522
$7N2124,R1531
$7N2124,R981
RF-TxRx-ADC-Q,TP621
RF-TxRx-ADC-Q,C1111
RF-TxRx-ADC-Q,R82
RF-TxRx-ADC-Q,U1R2
RF-TxRx-ADC-Q,R1561
I_OUT,C1071
I_OUT,R1302
I_OUT,R1221
$7N503,L272
$7N503,U1790
$7N503,U17101
$7N503,C1381
$12N353,U2718
$12N353,C2322
$8N142,C2062
$8N142,U325
$8N893,C2831
$8N893,U3212
$12N400,C111
$12N400,U2717
$8N3867,R1071
$8N3867,R1701
$8N3867,L492
$12N446,C2331
$12N446,C2341
$12N446,R232
$12N446,L622
$12N446,C2351
$12N446,R2142
$12N446,C851
$12N446,TP851
$12N446,C121
$12N446,Q94
$12N446,L631
$12N446,R1931
CONN-IO-2,R1822
CONN-IO-2,C2191
CONN-IO-2,R2071
CONN-IO-2,R2482
CONN-IO-2,D231
SMPS-5V-FB,U272
SMPS-5V-FB,R1932
SMPS-5V-FB,R1941
$8N1088,C2832
$8N1088,FL31
$8N1091,C2071
$8N1091,C2091
$8N1091,R2662
$8N1167,U203
$8N1167,C2092
$8N1214,U201
$8N1214,L512
$12N1212,R332
$12N1212,U361
$12N1212,R512
RF-Swicth-RX-ON,U1B5
RF-Swicth-RX-ON,TP101
RF-Swicth-RX-ON,R1082
RF-Swicth-TX-ON,TP111
RF-Swicth-TX-ON,U1B6
RF-Swicth-TX-ON,R1072
$12N1227,R522
$12N1227,R342
$12N1227,U305
LIME_36MHz,R1741
LIME_36MHz,C2741
LIME_36MHz,R2392
$12N2495,R852
$12N2495,C181
$12N2495,C2391
$12N2495,U302
$12N2495,R1991
$12N2495,C2442
$12N1232,R501
$12N1232,U285
SMPS-PGOOD,R492
SMPS-PGOOD,U273
SMPS-PGOOD,U1N5
SMPS-PGOOD,TP921
OD-OUT-CONN,C2131
OD-OUT-CONN,P155
OD-OUT-CONN,D251
OD-OUT-CONN,D9A
VIN-MAIN-FB,R921
VIN-MAIN-FB,R1972
VIN-MAIN-FB,U1G4
VIN-MAIN-FB,C2531
VIN-MAIN-FB,D34C
