column_one,column_two
"""GND""",C2512
"""GND""",R922
"""GND""",C122
"""GND""",C191
"""GND""",U372
"""GND""",C2292
"""GND""",R2012
"""GND""",C2801
"""GND""",C2332
"""GND""",R2002
"""GND""",C852
"""GND""",U279
"""GND""",U2710
"""GND""",U2711
"""GND""",U2712
"""GND""",U2721
"""GND""",C2522
"""GND""",D26A
"""GND""",C2681
"""GND""",C2792
"""GND""",C2382
"""GND""",C2342
"""GND""",C2532
"""GND""",U303
"""GND""",U306
"""GND""",C2492
"""GND""",C2312
"""GND""",C2781
"""GND""",U283
"""GND""",U286
"""GND""",C2482
"""GND""",R932
"""GND""",C2392
"""GND""",C2352
"""GND""",R1942
"""GND""",D34A
"""GND""",C2302
"""GND""",C182
"""GND""",C161
"""GND""",C2502
"""GND""",U363
"""GND""",U369
"""GND""",C2362
"""GND""",DL1C
"""GND""",C142
"""GND""",U382
"""GND""",U384
"""GND""",C2992
"""GND""",C3002
"""GND""",Q112
"""GND""",Q122
"""GNSS-LNA-VCC""",U129
"""GNSS-LNA-VCC""",TP171
"""HS-OSC-OUT""",TP31
"""HS-OSC-OUT""",U1H1
"""LIME_RES_36MHZ""",R2391
"""LIME_RES_36MHZ""",U344
"""N147521""",C1152
"""N147521""",R1001
"""NC""",U172
"""NC""",U173
"""NC""",U174
"""NC""",U175
"""NC""",U176
"""NC""",U178
"""NC""",U179
"""NC""",U1710
"""NC""",U1711
"""NC""",U1713
"""NC""",U1714
"""NC""",U1715
"""NC""",U1716
"""NC""",U1717
"""NC""",U1740
"""NC""",U1741
"""NC""",U1742
"""NC""",U1765
"""NC""",U1777
"""NC""",U1791
"""NC""",U1795
"""NC""",U17103
"""NC""",U17105
"""NC""",U17108
"""NC""",U17110
"""OFF""",U1B1
"""OFF""",TP1201
"""OFF""",C2981
"""OFF""",C991
"""OFF""",U354
"""OFF""",R121
"""OFF""",C2731
"""OFF""",R91
"""OFF""",R962
"""OFF""",R131
"""OFF""",L121
"""OFF""",R2392
"""OFF""",C1011
"""OFF""",R2422
"""OFF""",L132
"""OFF""",C2741
"""OFF""",R111
"""OFF""",U1719
"""OFF""",U1720
"""OFF""",U1766
"""OFF""",R2461
"""OFF""",C32
"""OFF""",R1741
"""OFF""",R1571
"""OFF""",R1221
"""OFF""",R72
"""OFF""",R1561
"""OFF""",C1101
"""OFF""",R1231
"""OFF""",R82
"""OFF""",C1061
"""OFF""",TP611
"""OFF""",C1071
"""OFF""",C1111
"""OFF""",TP621
"""OFF""",R1172
"""OFF""",C2051
"""OFF""",FL1B
"""OFF""",R1072
"""OFF""",R1082
"""OFF""",R1431
"""OFF""",C2021
"""ON""",TP101
"""ON""",TP971
"""ON""",TP111
"""ON""",R411
"""ON""",TP981
"""ON""",R2531
"""ON""",TP991
"""ON""",R421
"""ON""",R2541
"""ON""",R431
"""ON""",TP901
"""ON""",TP41
"""ON""",C202
"""ON""",TP911
"""ON""",TP51
"""ON""",TP921
"""ON""",R2431
"""ON""",R2432
"""ON""",TP61
"""ON""",U42
"""ON""",TP931
"""ON""",TP71
"""ON""",TP941
"""ON""",TP81
"""ON""",RN556
"""ON""",TP951
"""ON""",TP91
"""ON""",U1J1
"""ON""",U1N3
"""ON""",U1N2
"""ON""",U1P2
"""ON""",U1R2
"""ON""",U1N4
"""ON""",U1P4
"""ON""",U1P3
"""ON""",U1R3
"""ON""",U1E15
"""ON""",U1D15
"""ON""",U1C15
"""ON""",U1B15
"""ON""",U1A15
"""ON""",U1A14
"""ON""",U1A13
"""ON""",U1M6
"""ON""",U1A10
"""ON""",U1A9
"""ON""",U1B6
"""ON""",U1B5
"""ON""",U1A5
"""ON""",U1R14
"""ON""",U1M2
"""ON""",U1M3
"""ON""",U1M4
"""ON""",U1M5
"""ON""",U1N5
"""ON""",U1P5
"""ON""",U1H15
"""ON""",U1G15
"""ON""",U1G14
"""ON""",U1F14
"""ON""",U1B14
"""ON""",U1B13
"""ON""",U1A12
"""ON""",U1P1
"""ON""",TP961
"""ON""",RN551
"""ON""",RN536
"""ON""",R2191
"""ON""",TP1471
"""ON""",RN552
"""ON""",U1D12
"""ON""",U1D11
"""ON""",U1D10
"""ON""",U1C11
"""ON""",U1B11
"""ON""",U1A11
"""ON""",U1A2
"""ON""",U1A1
"""ON""",U1L3
"""ON""",U1L2
"""ON""",TP1381
"""ON""",U1C10
"""ON""",U1B10
"""ON""",U1B9
"""ON""",U1B8
"""ON""",U1A8
"""ON""",U1A7
"""ON""",U1G1
"""ON""",U1F4
"""ON""",U1G4
"""ON""",U1L13
"""ON""",U1L12
"""ON""",U1K12
"""ON""",U1E12
"""ON""",RN547
"""ON""",RN553
"""ON""",TP1481
"""ON""",TP1431
"""ON""",RN544
"""ON""",RN554
"""ON""",TP1441
"""ON""",RN541
"""ON""",RN545
"""ON""",RN546
"""ON""",TP1451
"""ON""",RN543
"""ON""",RN548
"""ON""",RN535
"""ON""",RN542
"""ON""",R2132
"""ON""",P1022
"""ON""",R2252
"""ON""",P71
"""ON""",U3G7
"""ON""",U3G8
"""ON""",U3F8
"""ON""",U3F7
"""ON""",U3G9
"""ON""",U3F3
"""ON""",U3F2
"""ON""",U3F1
"""ON""",U3E8
"""ON""",U3F9
"""ON""",P72
"""ON""",P1024
"""ON""",U82
"""ON""",R2261
"""ON""",C2821
"""ON""",R552
"""ON""",C392
"""ON""",P1026
"""ON""",U21
"""ON""",U22
"""ON""",U23
"""ON""",U25
"""ON""",U26
"""ON""",U27
"""ON""",P1028
"""ON""",R572
"""ON""",R662
"""ON""",P1046
"""ON""",TP1571
"""ON""",R2042
"""ON""",TP1581
"""ON""",U128
"""ON""",U1211
"""ON""",R32
"""ON""",P1042
"""ON""",C861
"""ON""",P1048
"""ON""",P10410
"""ON""",R142
"""ON""",U1411
"""ON""",U1412
"""ON""",U1413
"""ON""",U1414
"""ON""",U131
"""ON""",U1314
"""ON""",U1315
"""ON""",U1316
"""ON""",U1317
"""ON""",U1333
"""ON""",U1336
"""ON""",U1339
"""ON""",U1340
"""ON""",U1341
"""ON""",U1342
"""ON""",L71
"""ON""",R652
"""ON""",R151
"""ON""",C632
"""ON""",U114
"""ON""",U116
"""ON""",U1111
"""ON""",P1044
"""ON""",L82
"""ON""",C1051
"""ON""",R1312
"""ON""",C1151
"""ON""",C1081
"""ON""",C1041
"""ON""",U341
"""ON""",C1562
"""ON""",C1091
"""ON""",R1402
"""ON""",R102
"""ON""",TP261
"""ON""",R1092
"""ON""",U1764
"""ON""",U1780
"""ON""",C1161
"""ON""",R1302
"""ON""",R1732
"""ON""",L252
"""ON""",L222
"""ON""",U1743
"""ON""",U1745
"""ON""",U1747
"""ON""",U1749
"""ON""",U1759
"""ON""",U1762
"""ON""",U1763
"""ON""",U1778
"""ON""",U1779
"""ON""",U1781
"""ON""",U1782
"""ON""",U1785
"""ON""",C1401
"""ON""",C1411
"""ON""",C1421
"""ON""",L242
"""ON""",L451
"""ON""",L471
"""ON""",C2022
"""ON""",L22
"""ON""",D221
"""ON""",D222
"""ON""",C2222
"""ON""",C2171
"""ON""",C2172
"""ON""",R1842
"""ON""",D162
"""ON""",TP791
"""ON""",D231
"""ON""",D232
"""ON""",R2022
"""ON""",C2181
"""ON""",C2182
"""ON""",D251
"""ON""",D252
"""ON""",C2232
"""ON""",R1852
"""ON""",P155
"""ON""",D172
"""ON""",D241
"""ON""",D242
"""ON""",D191
"""ON""",D192
"""ON""",R1812
"""ON""",C2191
"""ON""",C2192
"""ON""",C2241
"""ON""",C2242
"""ON""",D182
"""ON""",R1862
"""ON""",D201
"""ON""",D202
"""ON""",C2201
"""ON""",C2202
"""ON""",R1822
"""ON""",C2151
"""ON""",C2152
"""ON""",L542
"""ON""",L12
"""ON""",R2121
"""ON""",D211
"""ON""",D212
"""ON""",C2212
"""ON""",C2161
"""ON""",C2162
"""ON""",R1832
"""ON""",P153
"""ON""",C2131
"""ON""",C2132
"""ON""",C2142
"""ON""",R2482
"""ON""",R2111
"""ON""",R481
"""ON""",C2911
"""ON""",D40A
"""ON""",R2332
"""ON""",C2861
"""ON""",R2492
"""ON""",D35A
"""ON""",R2071
"""ON""",C2871
"""ON""",R2342
"""ON""",D9A
"""ON""",D36A
"""ON""",R2502
"""ON""",R2081
"""ON""",C2881
"""ON""",R2352
"""ON""",R2302
"""ON""",D37A
"""ON""",R1871
"""ON""",R2091
"""ON""",R2512
"""ON""",C2891
"""ON""",R2472
"""ON""",R2312
"""ON""",D38A
"""ON""",R2101
"""ON""",C2901
"""ON""",R2522
"""ON""",D39A
"""ON""",R2322
"""ON""",TP841
"""ON""",L632
"""ON""",R502
"""ON""",C2511
"""ON""",R1981
"""ON""",R921
"""ON""",C192
"""ON""",U373
"""ON""",TP861
"""ON""",R511
"""ON""",R1971
"""ON""",R1972
"""ON""",U272
"""ON""",U273
"""ON""",U275
"""ON""",U276
"""ON""",U2715
"""ON""",U2716
"""ON""",R521
"""ON""",C2521
"""ON""",C2682
"""ON""",C2381
"""ON""",C2531
"""ON""",R341
"""ON""",R532
"""ON""",U301
"""ON""",R1932
"""ON""",C2491
"""ON""",U281
"""ON""",U282
"""ON""",R331
"""ON""",C2481
"""ON""",C2422
"""ON""",R1941
"""ON""",D34C
"""ON""",TP811
"""ON""",R492
"""ON""",C162
"""ON""",C2501
"""ON""",U362
"""ON""",C2361
"""ON""",C141
"""ON""",TP881
"""ON""",R2631
"""ON""",R2621
"""ON""",R2622
"""ON""",Q143
"""ON""",R2582
"""ON""",R2571
"""ON""",D413
"""ON""",R2652
"""ON""",R2592
"""ON""",Q131
"""ON""",Q132
"""ON""",Q134
"""ON""",Q135
"""ON""",Q136
"""ON""",R2562
"""PROC_RES_36MHZ""",U351
"""PROC_RES_36MHZ""",R2421
"""RF-TXRX-D0""",U1E14
"""RF-TXRX-D0""",TP1011
"""RF-TXRX-D0_16198""",RN95
"""RF-TXRX-D1""",U1D14
"""RF-TXRX-D1""",TP1561
"""RF-TXRX-D10""",U1E3
"""RF-TXRX-D10""",TP1061
"""RF-TXRX-D10_16358""",RN28
"""RF-TXRX-D11""",U1E4
"""RF-TXRX-D11""",TP1021
"""RF-TXRX-D11_16374""",RN25
"""RF-TXRX-D1_16214""",RN22
"""RF-TXRX-D2""",TP1081
"""RF-TXRX-D2""",U1C14
"""RF-TXRX-D2_16230""",RN92
"""RF-TXRX-D3""",TP1091
"""RF-TXRX-D3""",U1C13
"""RF-TXRX-D3_16246""",RN27
"""RF-TXRX-D4""",U1D4
"""RF-TXRX-D4""",TP1101
"""RF-TXRX-D4_16262""",RN24
"""RF-TXRX-D5""",TP1071
"""RF-TXRX-D5""",U1C4
"""RF-TXRX-D5_16278""",RN94
"""RF-TXRX-D6""",U1C3
"""RF-TXRX-D6""",TP1031
"""RF-TXRX-D6_16294""",RN96
"""RF-TXRX-D7""",U1C2
"""RF-TXRX-D7""",TP1041
"""RF-TXRX-D7_16310""",RN93
"""RF-TXRX-D8""",U1D2
"""RF-TXRX-D8""",TP1051
"""RF-TXRX-D8_16326""",RN26
"""RF-TXRX-D9""",U1D3
"""RF-TXRX-D9""",TP1001
"""RF-TXRX-D9_16342""",RN91
"""VCC""",C221
"""VCC""",C281
"""VCC""",C761
"""VCC""",C231
"""VCC""",C291
"""VCC""",C751
"""VCC""",C241
"""VCC""",C301
"""VCC""",C251
"""VCC""",R692
"""VCC""",C311
"""VCC""",L31
"""VCC""",C261
"""VCC""",R241
"""VCC""",C321
"""VCC""",C211
"""VCC""",C271
"""VCC""",R251
"""VCC""",C331
"""VCC""",U1C5
"""VCC""",U1C7
"""VCC""",U1C8
"""VCC""",U1C9
"""VCC""",U1F3
"""VCC""",U1G3
"""VCC""",U1G13
"""VCC""",U1J12
"""VCC""",U1J13
"""VCC""",U1K4
"""VCC""",U1N8
"""VCC""",U1N9
"""VCC""",U1N10
"""VCC""",DL51
"""VCC""",DL53
"""VCC""",C411
"""VCC""",R2221
"""VCC""",C2461
"""VCC""",C421
"""VCC""",R2251
"""VCC""",C2471
"""VCC""",C371
"""VCC""",U3A9
"""VCC""",U3E7
"""VCC""",U3J9
"""VCC""",U3A7
"""VCC""",U3B3
"""VCC""",U3C7
"""VCC""",U3D3
"""VCC""",C431
"""VCC""",C381
"""VCC""",C441
"""VCC""",R551
"""VCC""",C451
"""VCC""",U28
"""VCC""",C401
"""VCC""",C461
"""VCC""",R661
"""VCC""",R2041
"""VCC""",C901
"""VCC""",R311
"""VCC""",P1041
"""VCC""",C671
"""VCC""",R2181
"""VCC""",C691
"""VCC""",C641
"""VCC""",C681
"""VCC""",R321
"""VCC""",U1416
"""VCC""",U1326
"""VCC""",U1331
"""VCC""",R651
"""VCC""",U111
"""VCC""",U1114
"""VCC""",C1571
"""VCC""",L162
"""VCC""",R951
"""VCC""",U355
"""VCC""",R1271
"""VCC""",C2641
"""VCC""",G24
"""VCC""",C1331
"""VCC""",C1761
"""VCC""",U345
"""VCC""",C2651
"""VCC""",C1751
"""VCC""",L172
"""VCC""",U168
"""VCC""",C2691
"""VCC""",R1251
"""VCC""",C2661
"""VCC""",TP451
"""VCC""",R2361
"""VCC""",C1691
"""VCC""",U335
"""VCC""",TP461
"""VCC""",R1441
"""VCC""",L361
"""VCC""",L271
"""VCC""",L251
"""VCC""",L291
"""VCC""",L221
"""VCC""",L301
"""VCC""",L371
"""VCC""",C1581
"""VCC""",R1341
"""VCC""",L281
"""VCC""",L381
"""VCC""",R1501
"""VCC""",L401
"""VCC""",C1821
"""VCC""",R1351
"""VCC""",L391
"""VCC""",L231
"""VCC""",L411
"""VCC""",C1701
"""VCC""",L261
"""VCC""",L341
"""VCC""",L241
"""VCC""",L321
"""VCC""",R1521
"""VCC""",L351
"""VCC""",L311
"""VCC""",L421
"""VCC""",L422
"""VCC""",L331
"""VCC""",C2621
"""VCC""",L482
"""VCC""",C2931
"""VCC""",L462
"""VCC""",L641
"""VCC""",L642
"""VCC""",C2941
"""VCC""",C2811
"""VCC""",C2771
"""VCC""",C2721
"""VCC""",C2951
"""VCC""",C2841
"""VCC""",C2711
"""VCC""",C1741
"""VCC""",C2961
"""VCC""",C2701
"""VCC""",C2921
"""VCC""",U321
"""VCC""",U324
"""VCC""",U3211
"""VCC""",C2971
"""VCC""",C2761
"""VCC""",C2851
"""VCC""",U371
"""VCC""",U375
"""VCC""",R851
"""VCC""",Q91
"""VCC""",Q92
"""VCC""",Q95
"""VCC""",Q96
"""VCC""",TP801
"""VCC""",R861
"""VCC""",TP821
"""VCC""",R491
"""VCC""",TP831
"""VCC""",TP891
"""VCC""",R841
"""VIN-POS-CONN""",D8A
"""VIN-POS-CONN""",D161
"""VIN-POS-CONN""",P152
"""VIN-POS-CONN""",C2141
